,agency_cd,site_no,datetime,Gage height_Min,Precipitation,Gage height_Max,Gage height_Mean
74,USGS,02197500,2016-12-13,5.02,0.36,5.13,5.05
75,USGS,02197500,2016-12-14,,,,
76,USGS,02197500,2016-12-15,,,,
77,USGS,02197500,2016-12-16,5.16,0.00,5.20,5.17
78,USGS,02197500,2016-12-17,5.10,0.00,5.17,5.13
79,USGS,02197500,2016-12-18,5.11,0.18,5.28,5.16
80,USGS,02197500,2016-12-19,5.22,0.27,5.32,5.29
81,USGS,02197500,2016-12-20,5.15,0.01,5.22,5.17
82,USGS,02197500,2016-12-21,5.21,0.00,5.50,5.34
83,USGS,02197500,2016-12-22,5.50,0.00,5.65,5.59
84,USGS,02197500,2016-12-23,5.05,0.00,5.64,5.38
85,USGS,02197500,2016-12-24,4.80,0.00,5.05,4.88
86,USGS,02197500,2016-12-25,4.80,0.00,5.19,4.94
87,USGS,02197500,2016-12-26,4.83,0.00,5.22,5.06
88,USGS,02197500,2016-12-27,4.34,0.00,4.83,4.62
89,USGS,02197500,2016-12-28,4.15,0.00,4.34,4.20
90,USGS,02197500,2016-12-29,4.24,0.21,4.58,4.44
91,USGS,02197500,2016-12-30,4.57,0.00,4.75,4.63
92,USGS,02197500,2016-12-31,4.70,0.04,4.81,4.78
93,USGS,02197500,2017-01-01,4.63,0.60,5.13,4.77
94,USGS,02197500,2017-01-02,5.13,0.35,5.60,5.35
95,USGS,02197500,2017-01-03,5.60,0.95,9.47,7.30
96,USGS,02197500,2017-01-04,9.47,0.01,11.89,10.94
97,USGS,02197500,2017-01-05,11.89,0.00,12.68,12.35
98,USGS,02197500,2017-01-06,12.37,0.12,12.76,12.67
99,USGS,02197500,2017-01-07,10.33,0.19,12.37,11.41
100,USGS,02197500,2017-01-08,9.25,0.00,10.33,9.66
101,USGS,02197500,2017-01-09,9.25,0.00,9.89,9.52
102,USGS,02197500,2017-01-10,9.67,0.00,10.10,9.99
103,USGS,02197500,2017-01-11,7.40,0.00,9.67,8.52
104,USGS,02197500,2017-01-12,6.55,0.00,7.40,6.81
105,USGS,02197500,2017-01-13,6.31,0.00,6.55,6.44
106,USGS,02197500,2017-01-14,5.86,0.00,6.31,6.07
107,USGS,02197500,2017-01-15,5.27,0.00,5.86,5.58
108,USGS,02197500,2017-01-16,5.18,0.00,5.39,5.24
109,USGS,02197500,2017-01-17,5.01,0.00,5.42,5.29
110,USGS,02197500,2017-01-18,4.77,0.00,5.01,4.83
111,USGS,02197500,2017-01-19,4.80,0.00,5.02,4.94
112,USGS,02197500,2017-01-20,5.02,0.00,5.22,5.16
113,USGS,02197500,2017-01-21,5.22,0.78,5.41,5.34
114,USGS,02197500,2017-01-22,5.41,2.38,7.09,6.07
115,USGS,02197500,2017-01-23,7.09,0.12,9.47,8.26
116,USGS,02197500,2017-01-24,9.47,0.00,11.48,10.61
117,USGS,02197500,2017-01-25,11.48,0.00,12.03,11.86
118,USGS,02197500,2017-01-26,10.73,0.09,12.00,11.53
119,USGS,02197500,2017-01-27,8.28,0.00,10.73,9.49
120,USGS,02197500,2017-01-28,7.12,0.00,8.28,7.53
121,USGS,02197500,2017-01-29,6.82,0.00,7.12,6.94
122,USGS,02197500,2017-01-30,6.56,0.00,6.82,6.71
123,USGS,02197500,2017-01-31,6.30,0.00,6.56,6.47
124,USGS,02197500,2017-02-01,5.84,0.00,6.30,6.02
125,USGS,02197500,2017-02-02,5.65,0.00,5.84,5.73
126,USGS,02197500,2017-02-03,5.50,0.01,5.66,5.58
127,USGS,02197500,2017-02-04,5.49,0.00,5.72,5.57
128,USGS,02197500,2017-02-05,5.31,0.00,5.74,5.58
129,USGS,02197500,2017-02-06,5.22,0.00,5.66,5.36
130,USGS,02197500,2017-02-07,5.66,0.27,5.81,5.77
131,USGS,02197500,2017-02-08,5.78,0.19,5.98,5.91
132,USGS,02197500,2017-02-09,5.98,0.22,6.47,6.25
133,USGS,02197500,2017-02-10,6.17,0.00,6.46,6.35
134,USGS,02197500,2017-02-11,5.85,0.00,6.17,5.95
135,USGS,02197500,2017-02-12,5.85,0.00,5.94,5.89
136,USGS,02197500,2017-02-13,5.80,0.00,5.94,5.89
137,USGS,02197500,2017-02-14,5.48,0.00,5.80,5.66
138,USGS,02197500,2017-02-15,5.41,0.10,5.68,5.50
139,USGS,02197500,2017-02-16,5.68,0.00,6.22,5.94
140,USGS,02197500,2017-02-17,6.22,0.00,6.65,6.45
141,USGS,02197500,2017-02-18,6.56,0.00,6.66,6.61
142,USGS,02197500,2017-02-19,6.58,0.00,7.30,7.03
143,USGS,02197500,2017-02-20,5.62,0.00,7.16,6.39
144,USGS,02197500,2017-02-21,5.50,0.00,6.00,5.69
145,USGS,02197500,2017-02-22,6.00,0.00,6.59,6.31
146,USGS,02197500,2017-02-23,6.59,0.00,6.71,6.66
147,USGS,02197500,2017-02-24,6.42,0.00,6.63,6.57
148,USGS,02197500,2017-02-25,6.19,0.00,6.42,6.28
149,USGS,02197500,2017-02-26,5.59,0.00,6.19,5.94
150,USGS,02197500,2017-02-27,5.26,0.06,5.59,5.36
151,USGS,02197500,2017-02-28,5.25,0.00,5.27,5.26
152,USGS,02197500,2017-03-01,5.04,0.00,5.26,5.18
153,USGS,02197500,2017-03-02,4.91,0.07,5.04,4.95
154,USGS,02197500,2017-03-03,4.99,0.00,5.41,5.27
155,USGS,02197500,2017-03-04,5.24,0.00,5.48,5.31
156,USGS,02197500,2017-03-05,5.45,0.00,5.57,5.53
157,USGS,02197500,2017-03-06,5.29,0.00,5.45,5.35
158,USGS,02197500,2017-03-07,4.76,0.01,5.29,5.02
159,USGS,02197500,2017-03-08,4.77,0.00,4.99,4.92
160,USGS,02197500,2017-03-09,4.79,0.00,4.97,4.85
161,USGS,02197500,2017-03-10,4.97,0.00,5.10,5.07
162,USGS,02197500,2017-03-11,4.94,0.00,5.09,5.02
163,USGS,02197500,2017-03-12,4.76,0.04,4.94,4.84
164,USGS,02197500,2017-03-13,4.76,0.52,5.36,5.00
165,USGS,02197500,2017-03-14,5.10,0.09,5.38,5.24
166,USGS,02197500,2017-03-15,5.12,0.00,5.50,5.33
167,USGS,02197500,2017-03-16,5.20,0.00,5.50,5.35
168,USGS,02197500,2017-03-17,5.07,0.00,5.20,5.15
169,USGS,02197500,2017-03-18,4.77,0.01,5.07,4.90
170,USGS,02197500,2017-03-19,4.77,0.00,4.96,4.88
171,USGS,02197500,2017-03-20,4.84,0.00,4.97,4.91
172,USGS,02197500,2017-03-21,4.78,0.09,4.88,4.81
173,USGS,02197500,2017-03-22,4.88,0.00,4.99,4.96
174,USGS,02197500,2017-03-23,4.97,0.00,5.00,4.98
175,USGS,02197500,2017-03-24,4.98,0.00,5.16,5.05
176,USGS,02197500,2017-03-25,5.16,0.00,5.22,5.20
177,USGS,02197500,2017-03-26,5.22,0.00,5.36,5.31
178,USGS,02197500,2017-03-27,4.56,0.00,5.34,5.01
179,USGS,02197500,2017-03-28,4.28,0.00,4.56,4.35
180,USGS,02197500,2017-03-29,4.38,0.00,4.64,4.53
181,USGS,02197500,2017-03-30,4.64,0.00,4.76,4.72
182,USGS,02197500,2017-03-31,4.69,0.00,4.78,4.75
183,USGS,02197500,2017-04-01,4.69,0.00,5.07,4.88
184,USGS,02197500,2017-04-02,5.07,0.00,5.18,5.14
185,USGS,02197500,2017-04-03,4.61,0.28,5.14,4.92
186,USGS,02197500,2017-04-04,4.48,0.00,4.95,4.61
187,USGS,02197500,2017-04-05,4.95,0.64,5.71,5.38
188,USGS,02197500,2017-04-06,5.71,0.11,6.46,6.05
189,USGS,02197500,2017-04-07,6.46,0.00,9.45,7.80
190,USGS,02197500,2017-04-08,9.45,0.00,10.89,10.46
191,USGS,02197500,2017-04-09,8.76,0.00,10.84,10.02
192,USGS,02197500,2017-04-10,6.49,0.00,8.76,7.45
193,USGS,02197500,2017-04-11,4.80,0.00,6.49,5.67
194,USGS,02197500,2017-04-12,4.17,0.00,4.80,4.37
195,USGS,02197500,2017-04-13,4.52,0.00,5.51,5.23
196,USGS,02197500,2017-04-14,5.46,0.00,5.56,5.53
197,USGS,02197500,2017-04-15,5.27,0.00,5.46,5.36
198,USGS,02197500,2017-04-16,5.14,0.00,5.27,5.20
199,USGS,02197500,2017-04-17,4.99,0.00,5.14,5.06
200,USGS,02197500,2017-04-18,4.92,0.00,5.00,4.98
201,USGS,02197500,2017-04-19,4.86,0.00,4.92,4.88
202,USGS,02197500,2017-04-20,4.89,0.00,5.25,5.07
203,USGS,02197500,2017-04-21,5.25,0.00,5.33,5.30
204,USGS,02197500,2017-04-22,4.75,0.00,5.26,5.03
205,USGS,02197500,2017-04-23,4.54,1.14,4.75,4.61
206,USGS,02197500,2017-04-24,4.62,0.57,5.12,4.85
207,USGS,02197500,2017-04-25,5.12,0.00,5.92,5.50
208,USGS,02197500,2017-04-26,5.92,0.00,6.05,6.02
209,USGS,02197500,2017-04-27,5.82,0.00,5.98,5.90
210,USGS,02197500,2017-04-28,5.44,0.00,5.82,5.68
211,USGS,02197500,2017-04-29,5.04,0.00,5.44,5.20
212,USGS,02197500,2017-04-30,5.03,0.00,5.10,5.05
213,USGS,02197500,2017-05-01,5.10,0.35,5.42,5.29
214,USGS,02197500,2017-05-02,5.23,0.00,5.46,5.40
215,USGS,02197500,2017-05-03,4.64,0.00,5.23,4.90
216,USGS,02197500,2017-05-04,4.47,1.28,4.64,4.53
217,USGS,02197500,2017-05-05,4.60,0.02,5.01,4.78
218,USGS,02197500,2017-05-06,5.01,0.00,5.45,5.22
219,USGS,02197500,2017-05-07,5.41,0.00,5.68,5.58
220,USGS,02197500,2017-05-08,4.72,0.00,5.41,5.03
221,USGS,02197500,2017-05-09,4.57,0.00,4.76,4.64
222,USGS,02197500,2017-05-10,4.64,0.00,4.82,4.77
223,USGS,02197500,2017-05-11,4.58,0.00,4.64,4.60
224,USGS,02197500,2017-05-12,4.53,0.00,4.64,4.61
225,USGS,02197500,2017-05-13,4.43,0.13,4.53,4.47
226,USGS,02197500,2017-05-14,4.51,0.00,4.95,4.71
227,USGS,02197500,2017-05-15,4.94,0.00,5.04,5.01
228,USGS,02197500,2017-05-16,4.42,0.00,4.94,4.65
229,USGS,02197500,2017-05-17,4.23,0.00,4.42,4.30
230,USGS,02197500,2017-05-18,4.03,0.00,4.23,4.10
231,USGS,02197500,2017-05-19,4.09,0.00,4.20,4.16
232,USGS,02197500,2017-05-20,4.13,0.00,4.28,4.20
233,USGS,02197500,2017-05-21,4.28,0.00,4.36,4.33
234,USGS,02197500,2017-05-22,4.30,,4.42,4.35
235,USGS,02197500,2017-05-23,4.42,,4.96,4.61
236,USGS,02197500,2017-05-24,4.96,,5.33,5.24
237,USGS,02197500,2017-05-25,5.31,0.00,5.44,5.34
238,USGS,02197500,2017-05-26,5.44,0.00,6.03,5.62
239,USGS,02197500,2017-05-27,6.03,0.00,6.44,6.28
240,USGS,02197500,2017-05-28,5.70,0.00,6.07,5.89
241,USGS,02197500,2017-05-29,5.24,0.00,5.70,5.45
242,USGS,02197500,2017-05-30,4.78,0.00,5.24,5.03
243,USGS,02197500,2017-05-31,4.43,0.35,4.78,4.60
244,USGS,02197500,2017-06-01,4.38,0.50,4.45,4.40
245,USGS,02197500,2017-06-02,4.45,0.01,4.60,4.54
246,USGS,02197500,2017-06-03,4.36,0.00,4.59,4.46
247,USGS,02197500,2017-06-04,4.35,0.03,4.42,4.37
248,USGS,02197500,2017-06-05,4.42,0.39,4.51,4.48
249,USGS,02197500,2017-06-06,4.48,0.74,4.72,4.58
250,USGS,02197500,2017-06-07,4.72,0.82,4.92,4.85
251,USGS,02197500,2017-06-08,4.92,0.00,4.94,4.93
252,USGS,02197500,2017-06-09,4.93,0.00,5.11,5.04
253,USGS,02197500,2017-06-10,4.56,0.00,5.05,4.81
254,USGS,02197500,2017-06-11,4.44,0.00,4.56,4.47
255,USGS,02197500,2017-06-12,4.36,0.00,4.52,4.47
256,USGS,02197500,2017-06-13,4.13,0.00,4.36,4.26
257,USGS,02197500,2017-06-14,4.13,0.00,4.48,4.32
258,USGS,02197500,2017-06-15,4.47,0.00,4.50,4.48
259,USGS,02197500,2017-06-16,4.48,0.28,4.51,4.50
260,USGS,02197500,2017-06-17,4.49,0.01,4.56,4.53
261,USGS,02197500,2017-06-18,4.54,0.00,4.59,4.56
262,USGS,02197500,2017-06-19,4.47,0.00,4.58,4.54
263,USGS,02197500,2017-06-20,4.43,0.46,4.57,4.48
264,USGS,02197500,2017-06-21,4.56,0.85,4.72,4.61
265,USGS,02197500,2017-06-22,4.72,0.00,4.99,4.91
266,USGS,02197500,2017-06-23,4.73,0.00,4.93,4.79
267,USGS,02197500,2017-06-24,4.75,0.06,4.80,4.78
268,USGS,02197500,2017-06-25,4.78,0.10,4.84,4.80
269,USGS,02197500,2017-06-26,4.84,0.00,5.07,5.00
270,USGS,02197500,2017-06-27,4.69,0.00,5.06,4.92
271,USGS,02197500,2017-06-28,4.61,0.00,4.74,4.66
272,USGS,02197500,2017-06-29,4.53,0.03,4.76,4.67
273,USGS,02197500,2017-06-30,4.53,0.70,4.74,4.61
274,USGS,02197500,2017-07-01,4.74,0.00,5.20,5.02
275,USGS,02197500,2017-07-02,5.20,0.45,6.22,5.67
276,USGS,02197500,2017-07-03,5.82,1.36,6.35,6.19
277,USGS,02197500,2017-07-04,4.86,0.01,5.82,5.22
278,USGS,02197500,2017-07-05,4.81,0.00,4.86,4.82
279,USGS,02197500,2017-07-06,4.47,0.00,4.82,4.67
280,USGS,02197500,2017-07-07,4.44,0.00,4.51,4.48
281,USGS,02197500,2017-07-08,4.50,0.00,4.68,4.57
282,USGS,02197500,2017-07-09,4.68,0.85,4.80,4.74
283,USGS,02197500,2017-07-10,4.62,0.00,4.78,4.72
284,USGS,02197500,2017-07-11,4.61,0.02,4.84,4.69
285,USGS,02197500,2017-07-12,4.84,0.00,5.16,5.04
286,USGS,02197500,2017-07-13,4.83,0.00,5.16,5.02
287,USGS,02197500,2017-07-14,4.65,0.00,4.83,4.75
288,USGS,02197500,2017-07-15,4.56,0.34,4.65,4.59
289,USGS,02197500,2017-07-16,4.57,2.40,5.14,4.74
290,USGS,02197500,2017-07-17,5.14,0.04,5.95,5.70
291,USGS,02197500,2017-07-18,5.03,0.00,5.88,5.44
292,USGS,02197500,2017-07-19,4.99,0.00,5.33,5.10
293,USGS,02197500,2017-07-20,5.33,0.00,5.53,5.47
294,USGS,02197500,2017-07-21,5.19,0.00,5.41,5.30
295,USGS,02197500,2017-07-22,4.98,0.00,5.19,5.08
296,USGS,02197500,2017-07-23,4.84,0.00,4.98,4.94
297,USGS,02197500,2017-07-24,4.67,1.39,4.84,4.76
298,USGS,02197500,2017-07-25,4.70,0.02,4.93,4.76
299,USGS,02197500,2017-07-26,4.93,0.00,5.32,5.21
300,USGS,02197500,2017-07-27,5.12,0.00,5.28,5.19
301,USGS,02197500,2017-07-28,5.25,0.00,5.65,5.53
302,USGS,02197500,2017-07-29,5.12,,5.45,5.21
303,USGS,02197500,2017-07-30,5.16,,5.51,5.36
304,USGS,02197500,2017-07-31,5.40,,5.57,5.53
305,USGS,02197500,2017-08-01,4.54,,5.40,4.97
306,USGS,02197500,2017-08-02,4.32,,4.54,4.39
307,USGS,02197500,2017-08-03,4.32,,4.45,4.37
308,USGS,02197500,2017-08-04,4.45,,4.53,4.49
309,USGS,02197500,2017-08-05,4.49,,4.64,4.56
310,USGS,02197500,2017-08-06,4.64,,4.81,4.71
311,USGS,02197500,2017-08-07,4.81,,4.94,4.89
312,USGS,02197500,2017-08-08,4.85,0.05,4.94,4.89
313,USGS,02197500,2017-08-09,4.88,0.19,5.33,5.07
314,USGS,02197500,2017-08-10,5.33,0.00,6.25,5.81
315,USGS,02197500,2017-08-11,6.21,0.00,6.43,6.36
316,USGS,02197500,2017-08-12,5.39,0.00,6.21,5.76
317,USGS,02197500,2017-08-13,5.25,0.00,5.39,5.29
318,USGS,02197500,2017-08-14,5.24,0.25,5.29,5.26
319,USGS,02197500,2017-08-15,5.06,0.00,5.29,5.19
320,USGS,02197500,2017-08-16,4.93,0.00,5.06,4.99
321,USGS,02197500,2017-08-17,4.93,0.00,5.09,5.02
322,USGS,02197500,2017-08-18,4.98,0.00,5.09,5.05
323,USGS,02197500,2017-08-19,4.96,0.00,4.99,4.97
324,USGS,02197500,2017-08-20,4.85,0.00,4.99,4.96
325,USGS,02197500,2017-08-21,4.45,0.08,4.85,4.63
326,USGS,02197500,2017-08-22,4.44,0.00,4.75,4.58
327,USGS,02197500,2017-08-23,4.71,0.00,4.80,4.77
328,USGS,02197500,2017-08-24,4.50,0.00,4.71,4.62
329,USGS,02197500,2017-08-25,4.32,0.76,4.50,4.38
330,USGS,02197500,2017-08-26,4.23,0.00,4.37,4.32
331,USGS,02197500,2017-08-27,4.01,0.00,4.23,4.10
332,USGS,02197500,2017-08-28,4.01,0.00,4.09,4.06
333,USGS,02197500,2017-08-29,3.92,0.00,4.07,4.03
334,USGS,02197500,2017-08-30,3.89,0.06,3.96,3.92
335,USGS,02197500,2017-08-31,3.94,0.20,3.96,3.95
336,USGS,02197500,2017-09-01,3.96,0.11,4.10,4.02
337,USGS,02197500,2017-09-02,4.10,0.02,4.31,4.21
338,USGS,02197500,2017-09-03,4.22,0.02,4.34,4.31
339,USGS,02197500,2017-09-04,3.89,0.02,4.22,4.04
340,USGS,02197500,2017-09-05,3.88,0.01,4.01,3.95
341,USGS,02197500,2017-09-06,3.81,0.01,4.00,3.89
342,USGS,02197500,2017-09-07,3.81,0.00,3.96,3.89
343,USGS,02197500,2017-09-08,3.94,0.01,3.98,3.96
344,USGS,02197500,2017-09-09,3.94,0.00,3.99,3.97
345,USGS,02197500,2017-09-10,3.91,0.00,4.05,4.01
346,USGS,02197500,2017-09-11,3.88,0.01,5.07,4.27
347,USGS,02197500,2017-09-12,5.07,0.00,7.09,6.04
348,USGS,02197500,2017-09-13,7.09,0.01,8.06,7.70
349,USGS,02197500,2017-09-14,7.62,0.00,8.07,7.88
350,USGS,02197500,2017-09-15,6.77,0.00,7.62,7.29
351,USGS,02197500,2017-09-16,5.84,0.00,6.77,6.33
352,USGS,02197500,2017-09-17,5.05,0.00,5.84,5.41
353,USGS,02197500,2017-09-18,4.85,0.00,5.05,4.91
354,USGS,02197500,2017-09-19,4.78,0.00,4.85,4.83
355,USGS,02197500,2017-09-20,4.76,0.00,4.84,4.78
356,USGS,02197500,2017-09-21,4.84,0.00,4.98,4.94
357,USGS,02197500,2017-09-22,4.76,0.00,4.94,4.85
358,USGS,02197500,2017-09-23,4.29,0.00,4.76,4.58
359,USGS,02197500,2017-09-24,4.15,0.00,4.40,4.22
360,USGS,02197500,2017-09-25,4.40,0.00,4.60,4.53
361,USGS,02197500,2017-09-26,4.25,0.00,4.45,4.33
362,USGS,02197500,2017-09-27,4.24,0.00,4.25,4.25
363,USGS,02197500,2017-09-28,4.20,0.00,4.25,4.23
364,USGS,02197500,2017-09-29,4.20,0.00,4.29,4.26
365,USGS,02197500,2017-09-30,4.16,0.00,4.25,4.20
