,agency_cd,site_no,datetime,Gage height_Min,Gage height_Max,Gage height_Mean
86,USGS,02167000,2016-12-25,2.31,2.34,2.32
87,USGS,02167000,2016-12-26,2.31,2.34,2.32
88,USGS,02167000,2016-12-27,2.30,3.73,2.93
89,USGS,02167000,2016-12-28,2.82,3.74,3.31
90,USGS,02167000,2016-12-29,2.70,3.80,3.13
91,USGS,02167000,2016-12-30,3.80,3.88,3.86
92,USGS,02167000,2016-12-31,3.80,3.86,3.82
93,USGS,02167000,2017-01-01,3.75,3.80,3.79
94,USGS,02167000,2017-01-02,3.76,5.00,4.44
95,USGS,02167000,2017-01-03,4.79,7.01,6.32
96,USGS,02167000,2017-01-04,6.69,7.66,7.24
97,USGS,02167000,2017-01-05,3.12,7.56,5.55
98,USGS,02167000,2017-01-06,3.08,4.15,3.53
99,USGS,02167000,2017-01-07,4.14,5.19,4.86
100,USGS,02167000,2017-01-08,4.05,5.02,4.53
101,USGS,02167000,2017-01-09,3.10,6.61,4.37
102,USGS,02167000,2017-01-10,3.07,3.95,3.35
103,USGS,02167000,2017-01-11,3.03,3.92,3.45
104,USGS,02167000,2017-01-12,2.43,3.92,3.39
105,USGS,02167000,2017-01-13,2.32,2.45,2.38
106,USGS,02167000,2017-01-14,2.33,2.41,2.37
107,USGS,02167000,2017-01-15,2.38,2.83,2.58
108,USGS,02167000,2017-01-16,2.79,2.84,2.82
109,USGS,02167000,2017-01-17,2.81,3.78,3.28
110,USGS,02167000,2017-01-18,2.52,3.78,3.21
111,USGS,02167000,2017-01-19,2.40,2.56,2.49
112,USGS,02167000,2017-01-20,2.39,2.80,2.56
113,USGS,02167000,2017-01-21,2.79,2.84,2.82
114,USGS,02167000,2017-01-22,2.81,4.36,3.38
115,USGS,02167000,2017-01-23,4.36,6.98,5.76
116,USGS,02167000,2017-01-24,6.31,6.80,6.53
117,USGS,02167000,2017-01-25,4.04,6.32,5.41
118,USGS,02167000,2017-01-26,3.92,4.04,3.99
119,USGS,02167000,2017-01-27,2.51,3.98,3.29
120,USGS,02167000,2017-01-28,2.42,2.52,2.49
121,USGS,02167000,2017-01-29,2.38,2.49,2.45
122,USGS,02167000,2017-01-30,2.45,2.94,2.66
123,USGS,02167000,2017-01-31,2.72,2.95,2.87
124,USGS,02167000,2017-02-01,2.45,3.03,2.78
125,USGS,02167000,2017-02-02,2.41,2.92,2.54
126,USGS,02167000,2017-02-03,2.39,3.24,2.69
127,USGS,02167000,2017-02-04,2.43,2.53,2.49
128,USGS,02167000,2017-02-05,2.10,2.50,2.35
129,USGS,02167000,2017-02-06,2.15,3.04,2.50
130,USGS,02167000,2017-02-07,2.15,2.33,2.25
131,USGS,02167000,2017-02-08,2.22,2.99,2.48
132,USGS,02167000,2017-02-09,2.25,2.35,2.30
133,USGS,02167000,2017-02-10,2.25,3.08,2.54
134,USGS,02167000,2017-02-11,2.21,2.36,2.29
135,USGS,02167000,2017-02-12,2.17,2.26,2.24
136,USGS,02167000,2017-02-13,2.22,3.04,2.50
137,USGS,02167000,2017-02-14,2.17,2.31,2.25
138,USGS,02167000,2017-02-15,2.23,3.08,2.56
139,USGS,02167000,2017-02-16,2.02,2.49,2.30
140,USGS,02167000,2017-02-17,1.95,2.97,2.29
141,USGS,02167000,2017-02-18,1.89,2.02,1.92
142,USGS,02167000,2017-02-19,1.86,1.89,1.88
143,USGS,02167000,2017-02-20,1.88,3.02,2.25
144,USGS,02167000,2017-02-21,1.84,1.97,1.86
145,USGS,02167000,2017-02-22,1.84,2.91,2.21
146,USGS,02167000,2017-02-23,1.90,2.03,1.93
147,USGS,02167000,2017-02-24,1.88,2.99,2.26
148,USGS,02167000,2017-02-25,1.79,1.98,1.89
149,USGS,02167000,2017-02-26,1.93,1.96,1.94
150,USGS,02167000,2017-02-27,1.91,3.00,2.27
151,USGS,02167000,2017-02-28,1.88,2.04,1.93
152,USGS,02167000,2017-03-01,1.85,3.02,2.27
153,USGS,02167000,2017-03-02,1.89,2.08,1.98
154,USGS,02167000,2017-03-03,2.05,2.99,2.37
155,USGS,02167000,2017-03-04,1.98,2.16,2.02
156,USGS,02167000,2017-03-05,1.94,2.01,1.97
157,USGS,02167000,2017-03-06,1.95,2.94,2.28
158,USGS,02167000,2017-03-07,1.79,2.12,1.94
159,USGS,02167000,2017-03-08,2.07,2.98,2.39
160,USGS,02167000,2017-03-09,1.97,2.20,2.08
161,USGS,02167000,2017-03-10,2.13,3.02,2.42
162,USGS,02167000,2017-03-11,1.99,2.19,2.08
163,USGS,02167000,2017-03-12,1.98,2.08,2.03
164,USGS,02167000,2017-03-13,2.04,3.13,2.43
165,USGS,02167000,2017-03-14,2.17,2.27,2.21
166,USGS,02167000,2017-03-15,2.24,3.17,2.54
167,USGS,02167000,2017-03-16,2.13,2.24,2.18
168,USGS,02167000,2017-03-17,2.12,3.03,2.44
169,USGS,02167000,2017-03-18,2.05,2.22,2.14
170,USGS,02167000,2017-03-19,2.04,2.13,2.10
171,USGS,02167000,2017-03-20,2.08,2.92,2.35
172,USGS,02167000,2017-03-21,2.00,2.17,2.04
173,USGS,02167000,2017-03-22,2.15,3.20,2.58
174,USGS,02167000,2017-03-23,2.20,2.38,2.26
175,USGS,02167000,2017-03-24,2.15,3.09,2.46
176,USGS,02167000,2017-03-25,2.06,2.15,2.10
177,USGS,02167000,2017-03-26,2.05,2.10,2.08
178,USGS,02167000,2017-03-27,2.05,3.01,2.36
179,USGS,02167000,2017-03-28,2.02,2.13,2.09
180,USGS,02167000,2017-03-29,2.07,3.05,2.40
181,USGS,02167000,2017-03-30,2.07,2.15,2.10
182,USGS,02167000,2017-03-31,2.04,2.94,2.35
183,USGS,02167000,2017-04-01,2.09,2.13,2.11
184,USGS,02167000,2017-04-02,2.07,2.15,2.10
185,USGS,02167000,2017-04-03,2.06,3.57,2.70
186,USGS,02167000,2017-04-04,2.32,3.55,2.96
187,USGS,02167000,2017-04-05,2.26,7.16,3.80
188,USGS,02167000,2017-04-06,5.43,7.36,6.42
189,USGS,02167000,2017-04-07,5.73,7.15,6.40
190,USGS,02167000,2017-04-08,2.97,5.73,4.18
191,USGS,02167000,2017-04-09,2.92,3.62,3.30
192,USGS,02167000,2017-04-10,3.33,3.63,3.49
193,USGS,02167000,2017-04-11,3.26,3.40,3.35
194,USGS,02167000,2017-04-12,3.31,3.52,3.43
195,USGS,02167000,2017-04-13,3.49,3.55,3.51
196,USGS,02167000,2017-04-14,3.04,3.54,3.38
197,USGS,02167000,2017-04-15,2.98,3.06,3.02
198,USGS,02167000,2017-04-16,2.92,3.01,2.98
199,USGS,02167000,2017-04-17,2.38,3.00,2.73
200,USGS,02167000,2017-04-18,2.50,2.97,2.62
201,USGS,02167000,2017-04-19,2.95,3.49,3.24
202,USGS,02167000,2017-04-20,3.47,3.50,3.49
203,USGS,02167000,2017-04-21,3.46,5.03,4.26
204,USGS,02167000,2017-04-22,3.33,5.04,4.02
205,USGS,02167000,2017-04-23,3.31,3.38,3.35
206,USGS,02167000,2017-04-24,3.31,6.90,5.14
207,USGS,02167000,2017-04-25,6.90,13.77,8.99
208,USGS,02167000,2017-04-26,8.10,14.48,12.72
209,USGS,02167000,2017-04-27,7.14,8.10,7.32
210,USGS,02167000,2017-04-28,4.53,7.15,6.03
211,USGS,02167000,2017-04-29,4.20,4.53,4.38
212,USGS,02167000,2017-04-30,4.17,4.21,4.20
213,USGS,02167000,2017-05-01,3.49,4.21,3.97
214,USGS,02167000,2017-05-02,3.49,3.61,3.54
215,USGS,02167000,2017-05-03,3.47,3.55,3.51
216,USGS,02167000,2017-05-04,3.47,5.02,4.25
217,USGS,02167000,2017-05-05,4.97,5.56,5.29
218,USGS,02167000,2017-05-06,3.46,5.50,4.21
219,USGS,02167000,2017-05-07,3.48,3.64,3.56
220,USGS,02167000,2017-05-08,3.54,5.39,4.43
221,USGS,02167000,2017-05-09,3.46,5.41,4.85
222,USGS,02167000,2017-05-10,3.41,3.59,3.47
223,USGS,02167000,2017-05-11,3.42,3.50,3.47
224,USGS,02167000,2017-05-12,3.35,3.54,3.49
225,USGS,02167000,2017-05-13,3.52,3.69,3.59
226,USGS,02167000,2017-05-14,3.54,3.73,3.65
227,USGS,02167000,2017-05-15,3.00,3.58,3.28
228,USGS,02167000,2017-05-16,2.53,3.01,2.78
229,USGS,02167000,2017-05-17,2.54,3.07,2.81
230,USGS,02167000,2017-05-18,2.64,3.09,2.88
231,USGS,02167000,2017-05-19,2.23,3.01,2.70
232,USGS,02167000,2017-05-20,2.14,2.23,2.17
233,USGS,02167000,2017-05-21,2.09,5.30,3.57
234,USGS,02167000,2017-05-22,5.30,6.92,5.94
235,USGS,02167000,2017-05-23,6.92,7.30,7.13
236,USGS,02167000,2017-05-24,7.25,7.55,7.34
237,USGS,02167000,2017-05-25,7.51,7.57,7.54
238,USGS,02167000,2017-05-26,7.32,7.53,7.41
239,USGS,02167000,2017-05-27,5.49,7.35,7.13
240,USGS,02167000,2017-05-28,4.83,5.49,4.92
241,USGS,02167000,2017-05-29,4.07,4.87,4.48
242,USGS,02167000,2017-05-30,3.95,4.15,4.07
243,USGS,02167000,2017-05-31,3.27,3.96,3.63
244,USGS,02167000,2017-06-01,3.24,3.48,3.33
245,USGS,02167000,2017-06-02,2.81,3.49,3.24
246,USGS,02167000,2017-06-03,2.85,2.97,2.91
247,USGS,02167000,2017-06-04,2.93,2.98,2.96
248,USGS,02167000,2017-06-05,2.96,3.34,3.13
249,USGS,02167000,2017-06-06,3.34,5.25,4.37
250,USGS,02167000,2017-06-07,5.16,5.25,5.22
251,USGS,02167000,2017-06-08,3.51,5.22,3.99
252,USGS,02167000,2017-06-09,2.28,3.53,2.96
253,USGS,02167000,2017-06-10,2.51,2.61,2.57
254,USGS,02167000,2017-06-11,2.52,2.60,2.56
255,USGS,02167000,2017-06-12,2.09,2.56,2.35
256,USGS,02167000,2017-06-13,2.07,2.46,2.16
257,USGS,02167000,2017-06-14,2.45,2.75,2.59
258,USGS,02167000,2017-06-15,2.67,2.92,2.79
259,USGS,02167000,2017-06-16,2.86,3.45,3.19
260,USGS,02167000,2017-06-17,3.38,3.44,3.42
261,USGS,02167000,2017-06-18,2.26,3.41,2.81
262,USGS,02167000,2017-06-19,2.24,2.28,2.26
263,USGS,02167000,2017-06-20,2.24,3.62,2.90
264,USGS,02167000,2017-06-21,3.62,4.28,4.12
265,USGS,02167000,2017-06-22,3.68,4.11,3.95
266,USGS,02167000,2017-06-23,3.53,3.68,3.59
267,USGS,02167000,2017-06-24,3.47,3.54,3.51
268,USGS,02167000,2017-06-25,3.49,3.65,3.57
269,USGS,02167000,2017-06-26,3.55,3.67,3.61
270,USGS,02167000,2017-06-27,3.04,3.55,3.36
271,USGS,02167000,2017-06-28,2.34,3.11,2.77
272,USGS,02167000,2017-06-29,2.27,2.35,2.31
273,USGS,02167000,2017-06-30,2.28,2.48,2.33
274,USGS,02167000,2017-07-01,2.48,3.75,3.29
275,USGS,02167000,2017-07-02,3.49,3.67,3.58
276,USGS,02167000,2017-07-03,3.49,4.85,4.16
277,USGS,02167000,2017-07-04,4.85,5.16,5.06
278,USGS,02167000,2017-07-05,3.36,5.10,4.19
279,USGS,02167000,2017-07-06,3.34,3.41,3.38
280,USGS,02167000,2017-07-07,3.36,3.41,3.38
281,USGS,02167000,2017-07-08,2.99,3.40,3.29
282,USGS,02167000,2017-07-09,2.88,3.03,2.97
283,USGS,02167000,2017-07-10,2.63,2.90,2.83
284,USGS,02167000,2017-07-11,2.61,2.65,2.63
285,USGS,02167000,2017-07-12,2.51,2.64,2.60
286,USGS,02167000,2017-07-13,2.30,2.54,2.44
287,USGS,02167000,2017-07-14,2.30,2.36,2.33
288,USGS,02167000,2017-07-15,2.29,2.35,2.31
289,USGS,02167000,2017-07-16,2.28,2.33,2.30
290,USGS,02167000,2017-07-17,2.29,2.35,2.31
291,USGS,02167000,2017-07-18,2.30,2.35,2.32
292,USGS,02167000,2017-07-19,2.29,2.32,2.30
293,USGS,02167000,2017-07-20,2.28,2.31,2.29
294,USGS,02167000,2017-07-21,2.27,2.30,2.29
295,USGS,02167000,2017-07-22,2.26,2.29,2.28
296,USGS,02167000,2017-07-23,2.25,2.53,2.30
297,USGS,02167000,2017-07-24,2.39,2.94,2.56
298,USGS,02167000,2017-07-25,2.24,2.40,2.32
299,USGS,02167000,2017-07-26,2.20,2.24,2.22
300,USGS,02167000,2017-07-27,2.21,2.23,2.22
301,USGS,02167000,2017-07-28,2.19,2.22,2.20
302,USGS,02167000,2017-07-29,2.18,2.23,2.20
303,USGS,02167000,2017-07-30,2.18,2.22,2.20
304,USGS,02167000,2017-07-31,2.09,2.22,2.16
305,USGS,02167000,2017-08-01,2.07,2.11,2.09
306,USGS,02167000,2017-08-02,2.06,2.09,2.08
307,USGS,02167000,2017-08-03,2.05,2.09,2.07
308,USGS,02167000,2017-08-04,2.06,2.09,2.07
309,USGS,02167000,2017-08-05,2.05,2.09,2.07
310,USGS,02167000,2017-08-06,2.05,2.15,2.08
311,USGS,02167000,2017-08-07,2.06,2.12,2.08
312,USGS,02167000,2017-08-08,2.05,2.12,2.09
313,USGS,02167000,2017-08-09,2.10,2.13,2.12
314,USGS,02167000,2017-08-10,2.09,2.12,2.11
315,USGS,02167000,2017-08-11,2.05,2.35,2.19
316,USGS,02167000,2017-08-12,2.17,2.44,2.31
317,USGS,02167000,2017-08-13,2.11,2.17,2.13
318,USGS,02167000,2017-08-14,2.11,2.15,2.13
319,USGS,02167000,2017-08-15,2.14,2.82,2.47
320,USGS,02167000,2017-08-16,2.77,2.82,2.79
321,USGS,02167000,2017-08-17,2.72,2.79,2.77
322,USGS,02167000,2017-08-18,2.73,2.78,2.76
323,USGS,02167000,2017-08-19,2.50,2.78,2.64
324,USGS,02167000,2017-08-20,2.16,2.51,2.36
325,USGS,02167000,2017-08-21,2.06,2.16,2.13
326,USGS,02167000,2017-08-22,2.06,2.10,2.08
327,USGS,02167000,2017-08-23,2.06,2.15,2.09
328,USGS,02167000,2017-08-24,2.12,2.23,2.18
329,USGS,02167000,2017-08-25,2.22,2.23,2.22
330,USGS,02167000,2017-08-26,2.20,2.24,2.22
331,USGS,02167000,2017-08-27,2.16,2.24,2.22
332,USGS,02167000,2017-08-28,2.16,2.25,2.22
333,USGS,02167000,2017-08-29,2.21,2.24,2.22
334,USGS,02167000,2017-08-30,2.21,2.23,2.22
335,USGS,02167000,2017-08-31,2.18,2.26,2.23
336,USGS,02167000,2017-09-01,2.19,2.25,2.23
337,USGS,02167000,2017-09-02,2.24,2.26,2.25
338,USGS,02167000,2017-09-03,2.21,2.27,2.24
339,USGS,02167000,2017-09-04,2.22,2.26,2.24
340,USGS,02167000,2017-09-05,2.14,2.24,2.19
341,USGS,02167000,2017-09-06,2.17,2.21,2.19
342,USGS,02167000,2017-09-07,2.19,3.38,2.49
343,USGS,02167000,2017-09-08,3.36,6.80,4.74
344,USGS,02167000,2017-09-09,5.48,6.83,6.30
345,USGS,02167000,2017-09-10,3.49,5.48,4.50
346,USGS,02167000,2017-09-11,3.50,3.82,3.62
347,USGS,02167000,2017-09-12,2.87,3.95,3.40
348,USGS,02167000,2017-09-13,2.16,2.87,2.50
349,USGS,02167000,2017-09-14,2.05,2.17,2.10
350,USGS,02167000,2017-09-15,1.98,2.21,2.10
351,USGS,02167000,2017-09-16,2.16,2.21,2.19
352,USGS,02167000,2017-09-17,2.15,2.19,2.17
353,USGS,02167000,2017-09-18,2.15,2.18,2.16
354,USGS,02167000,2017-09-19,2.09,2.17,2.13
355,USGS,02167000,2017-09-20,2.10,2.13,2.12
356,USGS,02167000,2017-09-21,2.10,2.12,2.11
357,USGS,02167000,2017-09-22,2.09,2.12,2.11
358,USGS,02167000,2017-09-23,2.08,2.12,2.11
359,USGS,02167000,2017-09-24,2.08,2.14,2.11
360,USGS,02167000,2017-09-25,2.09,2.14,2.13
361,USGS,02167000,2017-09-26,2.11,2.15,2.13
362,USGS,02167000,2017-09-27,2.11,2.14,2.12
363,USGS,02167000,2017-09-28,2.11,2.13,2.12
364,USGS,02167000,2017-09-29,1.66,2.13,1.92
365,USGS,02167000,2017-09-30,1.62,1.72,1.67
